date,time,location,download,upload,latency
2022-09-08,14:43,Middelfart,1403.97,500.43,32.7 ms
2022-10-30,23:44,Sorø,949.35,348.63,37.84 ms
2022-10-21,10:20,Brønderslev,609.58,952.85,40.36 ms
2022-08-01,08:30,Ærø,388.06,528.8,21.6 ms
2022-05-30,08:31,Frederiksberg,1478.18,498.65,40.35 ms
2022-03-18,21:11,Greve,504.03,696.27,22.1 ms
2022-07-15,11:18,Kerteminde,365.89,882.65,11.22 ms
2022-10-25,00:53,Køge,2237.62,949.29,46.5 ms
2022-12-16,13:47,Silkeborg,1606.87,754.54,26.55 ms
2022-10-14,19:29,Svendborg,999.71,792.74,19.54 ms
2022-08-31,09:17,Dragør,1955.92,258.86,47.17 ms
2022-05-17,08:13,Fanø,2288.28,99.12,39.95 ms
2022-03-31,07:47,Skive,2050.53,1219.69,32.33 ms
2022-05-29,08:56,Rebild,2518.42,692.92,51.4 ms
2022-11-06,07:07,Herlev,405.45,1062.41,9.45 ms
2022-03-16,21:14,Vordingborg,2224.65,1035.1,33.39 ms
2022-02-07,06:52,Hillerød,2444.61,770.42,46.19 ms
2022-07-11,14:30,Thisted,2519.14,704.61,51.74 ms
2022-11-05,11:30,Aalborg,1313.35,1094.42,35.65 ms
2022-09-18,06:09,Sorø,1400.96,415.54,38.15 ms
2022-11-28,03:28,Randers,2221.13,1245.74,39.37 ms
2022-06-14,03:20,Holstebro,183.9,747.4,51.13 ms
2022-03-06,16:09,Solrød,400.4,1182.23,43.42 ms
2022-12-14,21:02,Samsø,1298.22,721.33,51.51 ms
2022-07-31,18:34,Morsø,812.39,1251.94,37.4 ms
2022-04-20,22:14,Kalundborg,2557.24,794.52,26.78 ms
2022-04-27,06:11,Thisted,2306.9,311.6,21.57 ms
2022-05-20,17:23,Lyngby-Taarbæk,1410.53,509.12,37.7 ms
2022-08-30,00:15,Odense,2495.42,1179.41,39.43 ms
2022-04-12,07:11,Favrskov,591.58,681.84,36.5 ms
2022-12-13,06:56,Læsø,29.79,1189.38,21.98 ms
2022-12-03,03:26,Gentofte,1737.99,836.44,55.98 ms
2022-07-10,22:27,Brøndby,2437.44,677.57,8.35 ms
2022-12-25,07:03,Thisted,2353.36,550.78,44.77 ms
2022-08-14,09:32,Ærø,1001.45,593.49,49.4 ms
2022-12-25,16:35,Faaborg-Midtfyn,2108.78,137.47,45.63 ms
2022-12-26,01:56,Horsens,649.62,189.83,27.07 ms
2022-08-04,14:14,Langeland,1284.98,655.73,25.83 ms
2022-09-11,09:08,Herlev,1750.6,401.39,55.54 ms
2022-07-24,09:17,Kalundborg,833.61,639.0,26.72 ms
2022-09-16,08:27,Vejle,515.98,235.08,39.71 ms
2022-05-31,21:22,Frederikshavn,1979.61,613.35,12.81 ms
2022-05-07,13:53,Holstebro,471.15,965.29,30.24 ms
2022-02-08,02:04,Vordingborg,1579.65,348.74,9.75 ms
2022-05-02,13:21,Solrød,1178.64,284.15,35.03 ms
2022-06-12,19:44,Vejen,898.95,1071.73,34.42 ms
2022-12-10,05:01,Brøndby,2072.11,734.51,3.85 ms
2022-07-13,14:02,Kalundborg,689.65,914.19,41.02 ms
2022-06-30,00:31,Kerteminde,251.98,835.95,20.02 ms
2022-11-04,13:12,Bornholm,784.72,54.6,49.85 ms
2022-01-28,11:46,Greve,966.27,1082.09,46.09 ms
2022-06-20,20:43,Allerød,1989.05,688.04,30.84 ms
2022-07-02,09:24,Vordingborg,1296.92,458.08,27.58 ms
2022-05-03,08:19,Rebild,768.42,976.15,15.07 ms
2022-12-10,08:40,Assens,1446.02,468.7,49.27 ms
2022-06-19,16:25,Haderslev,1766.66,578.02,34.13 ms
2022-06-15,21:07,Esbjerg,1780.1,757.61,20.8 ms
2022-08-06,21:34,Rudersdal,78.99,204.63,39.59 ms
2022-05-18,18:49,Allerød,459.06,1024.73,21.96 ms
2022-11-01,00:38,Ikast-Brande,1289.45,556.35,52.12 ms
2022-01-15,05:43,Dragør,302.34,258.77,5.17 ms
2022-08-03,05:23,Viborg,1704.12,177.43,16.95 ms
2022-09-09,16:20,Ringkøbing-Skjern,1781.69,575.56,48.04 ms
2022-09-30,03:23,Greve,1588.17,869.69,40.55 ms
2022-03-02,00:46,Ballerup,805.38,205.01,16.76 ms
2022-07-28,17:35,Guldborgsund,2376.79,171.91,29.14 ms
2022-09-01,00:49,Randers,322.69,798.23,48.53 ms
2022-07-11,08:30,Assens,954.56,73.46,6.81 ms
2022-02-19,02:14,Hedensted,447.43,599.8,24.04 ms
2022-03-13,15:43,Høje-Taastrup,2041.52,791.85,39.97 ms
2022-09-10,11:53,Køge,1140.44,755.89,3.16 ms
2022-09-12,05:02,Vejen,1724.6,1071.81,52.28 ms
2022-06-28,03:20,Lolland,2480.42,813.91,7.96 ms
2022-10-06,05:08,Høje-Taastrup,892.11,503.54,27.44 ms
2022-06-16,23:51,Sønderborg,929.88,980.01,48.92 ms
2022-01-31,09:35,Herning,2293.84,887.89,27.49 ms
2022-04-21,06:13,Glostrup,234.04,894.27,33.11 ms
2022-12-25,01:52,Odsherred,840.76,561.08,42.26 ms
2022-05-18,05:08,Rudersdal,1036.94,1203.62,12.82 ms
2022-07-23,15:32,Syddjurs,1994.93,1169.72,13.89 ms
2022-01-27,02:39,Stevns,277.72,380.6,24.01 ms
2022-09-25,21:48,Gribskov,669.44,305.17,38.73 ms
2022-08-13,05:35,Frederiksberg,1918.68,244.26,8.43 ms
2022-07-28,18:24,Herlev,87.38,327.7,42.02 ms
2022-12-04,17:47,Helsingør,398.13,647.16,29.07 ms
2022-08-20,04:50,Odense,100.21,1057.04,55.81 ms
2022-11-07,19:47,Halsnæs,1514.44,524.1,12.19 ms
2022-07-02,12:12,Stevns,1095.41,703.08,46.66 ms
2022-11-18,01:55,Fredericia,1070.87,1249.5,25.3 ms
2022-12-25,22:29,Varde,2347.8,1001.45,15.72 ms
2022-09-18,02:02,Fredensborg,1921.43,462.42,52.66 ms
2022-05-11,00:38,Sorø,2142.94,177.07,46.15 ms
2022-06-21,10:35,Assens,1467.92,291.46,38.93 ms
2022-05-20,00:55,Haderslev,1345.85,1177.02,36.25 ms
2022-10-06,23:49,Billund,584.76,748.51,33.14 ms
2022-06-01,19:51,Fredericia,1562.77,1155.19,24.13 ms
2022-07-16,18:36,Slagelse,2332.83,389.97,26.66 ms
2022-04-08,19:25,Frederikshavn,1217.07,1248.06,39.73 ms
2022-11-02,15:31,Ærø,611.47,377.69,46.57 ms
2022-11-13,04:46,Lolland,1133.47,431.84,7.66 ms
2022-01-30,21:53,Guldborgsund,427.03,819.89,51.1 ms
2022-01-07,10:56,Lemvig,717.37,867.84,12.23 ms
2022-02-07,01:06,Lejre,682.03,628.99,35.08 ms
2022-08-08,07:59,Ishøj,2458.09,746.22,50.5 ms
2022-05-23,17:15,Guldborgsund,28.76,385.9,49.37 ms
2022-01-09,01:18,Ikast-Brande,1978.1,106.06,47.97 ms
2022-07-24,05:08,Næstved,1200.4,1093.02,44.08 ms
2022-12-15,02:56,Høje-Taastrup,1455.75,177.57,7.24 ms
2022-11-20,18:50,Rudersdal,453.01,202.08,15.99 ms
2022-01-04,16:02,Lemvig,486.09,630.46,54.35 ms
2022-09-29,09:29,Horsens,2558.2,232.77,14.08 ms
2022-05-06,15:53,Albertslund,2554.63,1038.79,2.47 ms
2022-05-16,01:35,Greve,1781.74,293.72,7.04 ms
2022-12-31,22:45,Hørsholm,2193.42,1136.42,21.97 ms
2022-12-29,21:32,Sønderborg,869.73,105.89,13.9 ms
2022-12-27,08:08,Morsø,2267.37,451.29,29.3 ms
2022-05-23,14:05,Tårnby,724.7,69.63,40.51 ms
2022-11-05,18:38,Brøndby,512.83,1077.81,6.21 ms
2022-05-07,02:51,Vejle,1759.87,342.43,29.3 ms
2022-08-07,04:52,Kolding,834.16,836.63,13.93 ms
2022-01-11,20:43,Læsø,1064.27,842.3,14.72 ms
2022-08-21,12:29,Stevns,1974.88,312.98,30.07 ms
2022-11-22,07:37,Kerteminde,767.03,1111.69,2.73 ms
2022-02-26,09:59,Skanderborg,1374.84,1146.77,51.31 ms
2022-05-28,16:43,Struer,764.58,907.43,6.37 ms
2022-11-26,18:47,Kolding,959.05,1060.41,8.9 ms
2022-12-03,10:39,Sorø,1184.72,1071.21,55.66 ms
2022-03-24,15:47,Bornholm,1032.43,934.1,33.83 ms
2022-03-04,16:21,Hvidovre,1093.34,801.25,44.4 ms
2022-09-05,22:29,Hedensted,436.13,151.3,40.78 ms
2022-10-27,22:01,Herning,771.89,1180.24,38.39 ms
2022-01-05,06:02,Furesø,552.65,462.57,37.4 ms
2022-10-06,19:20,Odder,1845.81,817.79,8.25 ms
2022-11-24,20:12,Morsø,1137.62,410.33,2.31 ms
2022-05-24,18:03,Ringsted,1815.39,321.24,11.28 ms
2022-10-06,16:41,Silkeborg,2318.8,710.99,6.48 ms
2022-08-17,23:17,Furesø,2158.89,879.91,48.09 ms
2022-01-31,21:20,Dragør,1768.98,1130.35,49.95 ms
2022-07-22,22:47,Kolding,52.84,869.45,11.13 ms
2022-04-26,21:57,Roskilde,429.0,365.34,17.78 ms
2022-08-23,00:58,Thisted,1467.54,809.99,5.64 ms
2022-01-20,19:35,Helsingør,350.15,807.89,32.21 ms
2022-12-01,18:01,Norddjurs,2129.22,143.09,42.82 ms
2022-03-10,01:08,Varde,1497.17,124.58,23.21 ms
2022-08-09,12:11,Thisted,733.44,464.77,2.24 ms
2022-08-27,11:22,Furesø,386.65,995.75,34.65 ms
2022-05-01,06:18,Køge,1110.29,73.94,53.41 ms
2022-08-21,17:53,Brøndby,1135.07,820.91,26.7 ms
2022-06-14,15:29,Mariagerfjord,1709.72,149.76,54.61 ms
2022-05-29,09:10,Gribskov,1924.08,799.63,47.28 ms
2022-10-01,00:21,Egedal,1892.69,754.16,20.85 ms
2022-08-09,11:15,Rudersdal,686.62,560.12,45.62 ms
2022-09-26,01:13,Rebild,1101.51,875.71,28.97 ms
2022-05-29,17:38,Ikast-Brande,1724.73,121.23,45.16 ms
2022-11-09,04:26,Samsø,791.23,1132.11,43.86 ms
2022-02-12,01:22,Haderslev,930.69,1204.37,45.72 ms
2022-04-25,08:02,Assens,1237.78,1059.91,2.35 ms
2022-05-13,23:14,Lejre,639.38,187.92,49.02 ms
2022-02-14,18:58,Frederikssund,1764.32,210.34,6.64 ms
2022-02-10,11:41,Hedensted,750.75,688.78,6.38 ms
2022-11-25,02:36,Morsø,706.52,754.81,41.34 ms
2022-04-28,14:25,Rebild,173.96,348.54,38.04 ms
2022-12-13,13:34,Brøndby,734.31,850.75,54.49 ms
2022-01-03,19:02,Silkeborg,135.72,47.71,7.04 ms
2022-07-18,06:07,Middelfart,189.27,174.92,3.37 ms
2022-02-22,19:09,Brønderslev,1396.2,732.29,6.04 ms
2022-04-01,05:10,Billund,1101.67,818.65,24.27 ms
2022-12-15,04:09,Vordingborg,392.7,65.86,49.43 ms
2022-05-19,08:36,Syddjurs,1027.78,112.84,24.2 ms
2022-01-15,08:57,Nordfyn,2425.57,1213.62,9.69 ms
2022-02-25,20:57,Roskilde,2382.09,823.85,21.27 ms
2022-11-18,15:04,Randers,1585.66,410.81,35.57 ms
2022-02-15,18:28,Vallensbæk,2297.26,978.47,34.81 ms
2022-12-06,01:56,Kerteminde,1991.55,1242.6,19.06 ms
2022-02-08,01:07,Hørsholm,243.77,65.63,12.58 ms
2022-08-09,20:34,Vordingborg,48.48,602.47,36.34 ms
2022-12-19,14:44,Randers,2294.65,1112.23,34.96 ms
2022-12-21,09:20,Allerød,898.8,465.23,11.1 ms
2022-06-21,00:58,Vejen,1087.35,1164.15,25.59 ms
2022-09-28,18:46,Egedal,1037.02,452.03,29.67 ms
2022-11-17,12:42,Vesthimmerland,916.72,809.67,24.97 ms
2022-05-12,01:16,Gentofte,681.88,383.63,40.45 ms
2022-05-12,08:07,Tønder,1898.79,1180.52,38.75 ms
2022-10-04,02:49,Aabenraa,2446.75,139.53,48.49 ms
2022-03-31,01:05,Læsø,1043.08,825.03,22.84 ms
2022-04-13,14:25,Syddjurs,342.17,129.1,6.44 ms
2022-02-02,20:46,Vallensbæk,1309.52,1185.45,42.68 ms
2022-04-15,19:34,Aarhus,435.18,167.87,37.39 ms
2022-12-08,23:02,Horsens,499.97,500.13,20.59 ms
2022-01-08,10:34,Lolland,1731.46,1274.16,42.82 ms
2022-05-22,02:52,Skive,834.54,155.49,55.9 ms
2022-05-10,19:13,Ærø,1853.07,6.66,32.15 ms
2022-09-01,08:29,Silkeborg,1167.18,409.09,31.66 ms
2022-05-18,01:41,Allerød,1568.63,929.46,41.19 ms
2022-06-12,15:00,Tårnby,977.94,248.41,18.84 ms
2022-11-05,16:01,Næstved,189.34,536.58,27.86 ms
2022-05-22,05:45,Sorø,2538.87,177.96,42.39 ms
2022-09-16,14:55,Odense,86.91,353.19,38.8 ms
2022-07-27,22:53,Copenhagen,1708.7,745.04,7.72 ms
2022-01-16,14:58,Favrskov,467.37,131.71,47.0 ms
2022-12-11,12:04,Vejle,508.23,270.61,29.25 ms
2022-01-17,07:14,Faaborg-Midtfyn,2041.93,366.48,52.07 ms
2022-01-10,23:14,Helsingør,283.03,55.59,44.73 ms
2022-03-11,05:42,Favrskov,1870.81,1152.47,40.15 ms
2022-04-29,09:18,Hedensted,346.31,505.86,14.28 ms
2022-07-14,12:30,Fredericia,226.11,1089.08,46.64 ms
2022-02-20,05:49,Furesø,639.81,1186.44,42.91 ms
2022-09-19,17:54,Hedensted,1978.56,838.02,4.54 ms
2022-04-03,08:31,Tønder,26.25,707.26,40.37 ms
2022-11-24,09:42,Svendborg,2486.73,735.62,9.46 ms
2022-04-15,16:41,Aarhus,2066.87,259.89,27.27 ms
2022-04-22,14:54,Odense,873.65,757.65,26.41 ms
2022-04-27,14:37,Brøndby,2408.36,589.4,50.51 ms
2022-06-26,02:56,Hedensted,628.9,259.65,26.3 ms
2022-03-17,10:28,Bornholm,2407.67,791.56,23.29 ms
2022-08-14,21:08,Herlev,1759.52,565.55,55.55 ms
2022-06-04,03:08,Hjørring,1632.5,363.67,50.98 ms
2022-11-24,10:29,Kolding,1291.83,1149.34,22.21 ms
2022-03-07,10:12,Herlev,1906.3,1059.18,11.98 ms
2022-10-31,22:55,Aalborg,1760.72,787.45,18.84 ms
2022-11-23,07:42,Billund,2545.58,310.13,7.39 ms
2022-02-19,00:05,Sorø,1933.93,1099.04,5.88 ms
2022-07-11,05:02,Stevns,1617.76,441.92,17.19 ms
2022-02-17,20:10,Middelfart,395.01,271.02,53.31 ms
2022-10-08,13:18,Lyngby-Taarbæk,921.34,361.96,51.98 ms
2022-03-05,04:41,Kalundborg,887.61,21.2,18.62 ms
2022-12-09,19:08,Nordfyn,1344.28,353.46,52.1 ms
2022-09-11,21:15,Faxe,435.72,167.87,25.41 ms
2022-07-09,03:09,Hedensted,2066.71,904.4,50.49 ms
2022-09-05,20:02,Greve,1989.27,208.64,21.56 ms
2022-11-29,00:24,Egedal,1234.57,500.7,10.42 ms
2022-09-16,18:55,Frederikssund,390.17,377.25,10.36 ms
2022-09-14,13:14,Vesthimmerland,1165.26,1083.55,14.11 ms
2022-06-10,06:42,Esbjerg,1154.03,10.33,33.95 ms
2022-09-18,10:00,Brønderslev,898.44,723.72,10.18 ms
2022-07-10,21:45,Vejen,1990.47,483.53,36.64 ms
2022-01-08,19:29,Herlev,1397.66,1028.24,7.7 ms
2022-03-10,01:03,Slagelse,1634.9,1058.35,42.71 ms
2022-10-01,16:31,Frederikshavn,1672.22,1118.93,25.74 ms
2022-12-16,14:17,Albertslund,1685.6,801.41,31.83 ms
2022-05-13,15:37,Kerteminde,1295.34,626.55,4.01 ms
2022-10-30,03:23,Samsø,809.52,1000.1,27.87 ms
2022-10-10,23:13,Fredericia,2468.4,423.42,15.13 ms
2022-10-29,08:58,Gladsaxe,1182.06,145.03,50.28 ms
2022-08-02,23:35,Sorø,829.89,107.5,27.46 ms
2022-11-28,07:36,Skive,538.01,1205.59,14.06 ms
2022-06-16,10:24,Vejen,827.44,413.39,45.98 ms
2022-08-03,05:32,Gentofte,2220.28,1166.18,3.17 ms
2022-11-15,23:10,Odder,2072.53,606.52,28.41 ms
2022-02-15,12:15,Samsø,2544.89,184.66,2.93 ms
2022-02-22,19:25,Horsens,1043.64,35.38,52.93 ms
2022-01-10,00:39,Holstebro,866.27,1052.74,30.06 ms
2022-06-27,00:08,Norddjurs,233.0,727.14,9.54 ms
2022-09-17,22:38,Horsens,1545.47,740.98,2.01 ms
2022-03-01,22:18,Copenhagen,288.96,658.16,3.71 ms
2022-10-16,06:00,Tønder,1944.02,19.85,7.62 ms
2022-03-03,10:54,Halsnæs,1283.85,1017.65,44.29 ms
2022-06-26,16:14,Langeland,2245.25,273.07,20.51 ms
2022-08-04,11:03,Kalundborg,480.39,546.32,50.63 ms
2022-10-17,16:18,Herning,343.3,115.81,26.37 ms
2022-09-30,08:33,Vallensbæk,487.25,219.97,33.31 ms
2022-10-09,19:17,Syddjurs,496.55,276.45,24.66 ms
2022-05-30,15:40,Thisted,1016.89,207.44,34.59 ms
2022-01-08,23:02,Randers,2342.24,274.68,54.58 ms
2022-02-17,07:07,Varde,873.79,267.4,8.26 ms
2022-02-26,09:17,Ballerup,858.43,941.89,10.27 ms
2022-01-17,20:18,Frederikssund,1210.29,149.44,50.64 ms
2022-08-22,15:51,Thisted,2490.36,385.93,8.2 ms
2022-01-01,08:29,Tønder,467.74,108.05,31.22 ms
2022-03-21,13:59,Ballerup,956.42,458.88,47.21 ms
2022-07-01,01:02,Næstved,1049.46,926.43,12.62 ms
2022-12-22,07:54,Holstebro,1220.3,1045.55,6.28 ms
2022-03-28,15:33,Rudersdal,352.4,990.29,52.14 ms
2022-12-12,19:37,Frederikssund,1109.74,1192.07,37.24 ms
2022-10-08,01:31,Guldborgsund,2273.26,108.85,24.78 ms
2022-11-21,03:04,Lemvig,761.17,818.31,53.39 ms
2022-07-05,23:19,Skanderborg,1339.49,443.71,16.23 ms
2022-09-09,15:16,Helsingør,1846.46,878.82,3.39 ms
2022-11-03,08:43,Esbjerg,1426.16,889.88,2.91 ms
2022-05-13,06:52,Aarhus,926.87,1013.69,50.1 ms
2022-04-07,06:40,Nordfyn,2387.91,603.22,46.17 ms
2022-08-09,20:36,Halsnæs,2289.66,196.01,4.64 ms
2022-07-09,00:46,Frederikssund,2507.1,448.49,29.13 ms
2022-05-28,09:27,Faxe,2204.24,1199.69,30.5 ms
2022-09-12,02:45,Kolding,950.53,3.34,21.51 ms
2022-11-06,21:38,Langeland,1597.21,1165.55,47.26 ms
2022-11-06,02:53,Rebild,289.1,1224.75,35.77 ms
2022-11-08,23:07,Vejle,289.11,948.63,21.29 ms
2022-07-12,17:47,Ringsted,1908.87,284.92,8.47 ms
2022-03-30,20:26,Gentofte,198.89,1062.55,31.64 ms
2022-02-17,07:02,Frederikshavn,468.85,302.78,22.01 ms
2022-04-07,00:19,Gribskov,280.74,670.04,25.89 ms
2022-11-17,00:58,Furesø,1189.05,1056.73,31.55 ms
2022-12-26,12:45,Frederikssund,696.17,181.77,40.03 ms
2022-06-09,03:48,Glostrup,476.98,437.47,45.88 ms
2022-11-27,23:19,Rødovre,1096.2,867.14,34.57 ms
2022-08-09,22:29,Greve,471.42,725.62,21.68 ms
2022-09-04,14:13,Randers,143.41,1128.52,34.37 ms
2022-08-21,12:40,Bornholm,1507.54,894.58,19.76 ms
2022-03-21,10:46,Brønderslev,1009.16,1155.16,47.06 ms
2022-07-03,10:53,Fanø,1937.59,1071.03,51.73 ms
2022-11-22,20:30,Svendborg,1099.96,943.13,3.7 ms
2022-05-13,20:25,Langeland,1968.81,1209.77,4.78 ms
2022-07-14,09:30,Rødovre,372.94,46.13,25.91 ms
2022-06-25,20:48,Fredericia,1504.53,1215.63,35.61 ms
2022-11-01,02:33,Silkeborg,1792.12,1021.97,2.07 ms
2022-09-06,22:50,Læsø,1614.32,1229.3,26.39 ms
2022-04-08,10:47,Vesthimmerland,404.95,844.45,36.17 ms
2022-12-22,01:07,Stevns,1081.63,57.52,9.57 ms
2022-03-19,15:28,Lejre,1310.66,413.31,39.64 ms
2022-06-17,05:11,Gladsaxe,429.57,1233.6,50.02 ms
2022-06-23,03:24,Odsherred,617.47,952.46,28.16 ms
2022-10-18,15:21,Norddjurs,1463.98,1135.6,21.35 ms
2022-03-19,17:30,Ærø,2174.37,295.78,9.26 ms
2022-04-19,04:32,Ballerup,1180.99,280.12,11.1 ms
2022-06-10,21:23,Frederiksberg,2381.68,235.07,40.11 ms
2022-10-30,03:14,Vejen,1087.04,66.73,19.79 ms
2022-11-06,17:33,Faxe,1133.12,1212.31,15.97 ms
2022-03-24,07:11,Høje-Taastrup,2466.04,1000.28,19.93 ms
2022-09-15,01:04,Langeland,876.74,1019.87,53.32 ms
2022-03-27,16:17,Næstved,2083.01,1040.98,51.33 ms
2022-11-30,12:39,Rudersdal,716.95,252.65,50.16 ms
2022-07-28,15:34,Tønder,2305.27,920.71,12.98 ms
2022-02-10,10:55,Fredericia,407.8,506.22,39.57 ms
2022-04-05,12:02,Hvidovre,1823.32,377.16,10.88 ms
2022-12-05,11:42,Tårnby,1809.78,1137.44,16.46 ms
2022-11-30,19:52,Holbæk,1284.88,1141.64,12.78 ms
2022-09-19,14:39,Rudersdal,746.25,801.71,53.38 ms
2022-01-23,22:36,Fredensborg,2215.77,1162.69,30.28 ms
2022-03-12,19:54,Brønderslev,422.47,1083.06,22.68 ms
2022-05-03,16:24,Silkeborg,1210.75,434.38,20.42 ms
2022-05-10,06:23,Favrskov,1289.72,627.49,53.33 ms
2022-06-05,12:46,Frederikshavn,1590.2,730.9,4.82 ms
2022-04-04,18:54,Rødovre,2455.86,196.36,24.14 ms
2022-11-23,05:39,Rudersdal,812.82,1100.63,43.17 ms
2022-11-03,14:59,Morsø,1032.01,833.25,11.04 ms
2022-03-31,21:18,Vesthimmerland,1759.24,584.67,6.65 ms
2022-05-05,18:31,Nordfyn,1635.11,768.27,16.62 ms
2022-09-01,23:38,Skive,451.13,810.26,43.81 ms
2022-04-18,16:06,Brønderslev,2443.56,129.28,31.66 ms
2022-07-16,14:20,Tønder,2363.41,447.39,11.45 ms
2022-11-20,00:08,Hedensted,667.87,552.29,26.86 ms
2022-04-11,07:58,Kerteminde,2203.95,266.76,11.06 ms
2022-02-06,19:43,Sorø,353.49,774.64,39.18 ms
2022-01-05,14:25,Morsø,2188.8,98.02,50.57 ms
2022-09-01,09:09,Helsingør,1263.63,291.7,32.41 ms
2022-12-17,08:23,Frederikssund,2384.61,870.7,35.67 ms
2022-06-07,00:25,Gentofte,519.38,777.71,23.89 ms
2022-12-26,09:39,Aalborg,2058.87,803.07,7.66 ms
2022-02-06,16:32,Nyborg,1067.62,865.91,10.09 ms
2022-06-09,11:56,Thisted,1804.3,667.15,19.59 ms
2022-02-09,09:23,Rebild,715.98,492.27,18.73 ms
2022-03-31,19:11,Lyngby-Taarbæk,1390.78,711.34,32.38 ms
2022-02-22,04:27,Frederikssund,1286.82,107.41,30.55 ms
2022-08-11,03:22,Hillerød,1313.52,31.0,39.66 ms
2022-07-17,16:54,Glostrup,1641.96,797.71,15.99 ms
2022-05-30,21:21,Aarhus,74.35,1219.97,40.27 ms
2022-07-31,01:10,Silkeborg,2308.52,154.59,35.33 ms
2022-04-02,02:07,Randers,475.99,343.64,54.12 ms
2022-04-05,15:57,Jammerbugt,1882.97,673.32,8.81 ms
2022-07-25,05:17,Albertslund,2247.67,437.29,39.56 ms
2022-04-14,20:31,Kolding,1265.75,1070.29,23.16 ms
2022-08-16,08:09,Silkeborg,1900.65,916.0,35.5 ms
2022-07-22,19:52,Solrød,854.8,797.42,40.92 ms
2022-04-28,12:06,Morsø,164.23,883.3,49.76 ms
2022-10-24,05:33,Greve,1477.67,1024.12,16.5 ms
2022-06-14,11:20,Dragør,1005.14,57.51,43.05 ms
2022-06-22,02:36,Copenhagen,1593.79,179.71,32.06 ms
2022-06-02,00:01,Silkeborg,2095.72,1240.25,19.13 ms
2022-12-07,18:20,Lemvig,2234.23,1215.99,44.98 ms
2022-03-31,03:37,Varde,2507.38,377.98,9.62 ms
2022-11-15,20:14,Sønderborg,1438.9,498.17,33.45 ms
2022-11-17,18:20,Jammerbugt,1319.57,763.86,30.03 ms
2022-10-29,21:44,Assens,2102.75,964.93,48.66 ms
2022-10-13,07:15,Faaborg-Midtfyn,1281.44,430.55,7.49 ms
2022-10-16,05:50,Varde,1749.19,374.18,42.73 ms
2022-07-16,18:51,Lejre,1174.95,1225.57,33.28 ms
2022-07-10,02:19,Egedal,1680.95,603.28,50.31 ms
2022-05-01,12:43,Rudersdal,2092.62,1220.67,50.23 ms
2022-03-09,15:25,Frederiksberg,198.2,273.08,24.98 ms
2022-02-04,19:30,Solrød,579.62,396.33,39.2 ms
2022-04-03,13:55,Kerteminde,218.59,586.19,26.6 ms
2022-06-03,16:44,Holstebro,1893.87,722.96,25.77 ms
2022-05-27,09:21,Dragør,1821.17,740.0,42.21 ms
2022-11-28,21:51,Slagelse,1819.61,248.65,18.68 ms
2022-09-18,14:27,Vejen,1665.14,519.2,24.21 ms
2022-11-20,02:31,Frederikssund,970.71,537.48,50.8 ms
2022-06-29,17:25,Jammerbugt,829.73,336.31,49.24 ms
2022-02-12,21:22,Greve,1473.59,419.12,11.88 ms
2022-11-09,19:08,Dragør,1040.44,269.8,42.91 ms
2022-05-11,05:12,Brøndby,1016.45,1160.12,4.38 ms
2022-02-17,04:20,Hedensted,549.22,340.77,5.92 ms
2022-01-26,20:35,Ringsted,2062.04,926.85,15.47 ms
2022-02-08,14:05,Helsingør,1054.51,1254.51,20.51 ms
2022-08-08,11:41,Faxe,294.79,820.7,22.94 ms
2022-07-08,15:37,Ballerup,1477.19,717.02,11.42 ms
2022-07-05,00:39,Herning,2062.51,426.95,34.65 ms
2022-10-25,12:58,Fanø,427.72,1273.33,6.74 ms
2022-02-28,09:34,Haderslev,1755.88,168.13,49.04 ms
2022-05-20,07:14,Hørsholm,864.01,845.36,30.6 ms
2022-04-14,07:28,Holstebro,1553.58,1086.23,24.39 ms
2022-11-11,13:32,Billund,1130.08,642.84,20.54 ms
2022-07-08,02:31,Hjørring,1220.22,146.54,5.43 ms
2022-02-19,21:23,Kolding,2116.58,1271.66,48.93 ms
2022-10-07,01:24,Odsherred,2328.18,919.33,16.79 ms
2022-07-19,12:59,Vallensbæk,2125.82,47.2,5.13 ms
2022-03-27,17:34,Holbæk,243.01,1112.94,54.19 ms
2022-11-06,10:56,Tårnby,681.01,474.25,12.39 ms
2022-01-30,03:27,Albertslund,696.66,709.82,10.14 ms
2022-06-18,12:19,Viborg,63.97,390.45,49.65 ms
2022-07-25,17:09,Tårnby,986.51,1199.53,24.63 ms
2022-04-29,06:43,Høje-Taastrup,152.37,82.0,47.86 ms
2022-07-10,07:10,Frederikssund,2035.6,1114.33,13.71 ms
2022-06-20,07:47,Brønderslev,1821.58,907.5,53.07 ms
2022-01-08,19:28,Tønder,2437.35,1174.95,14.23 ms
2022-08-09,16:13,Hedensted,723.64,728.0,4.81 ms
2022-07-20,19:49,Sønderborg,1716.88,696.53,42.24 ms
2022-09-09,07:18,Kalundborg,1910.18,130.68,46.91 ms
2022-08-20,20:40,Ballerup,2328.53,1102.11,49.24 ms
2022-10-10,01:29,Hillerød,1230.94,407.31,45.5 ms
2022-10-22,13:48,Varde,1158.73,789.12,33.8 ms
2022-07-07,21:11,Gentofte,1935.47,698.83,26.53 ms
2022-05-29,09:24,Fredensborg,2369.65,513.38,29.09 ms
2022-06-08,08:00,Middelfart,1869.53,346.83,24.09 ms
2022-02-09,14:23,Helsingør,1035.25,25.16,42.44 ms
